Accession Number,Date Received,ISBN,Author,Title of Book,Edition,Volume,Pages,Publisher,Place of Publication,Year,Program,Location,Call number from Sophia
147,08/22/17,9781284089097,"Dale, Nell et al.",Object-Oriented Data Structures using Java,4th,,672,"Jones & Bartlett Learning, LLC",United States,2018,BSCS,Circulation,QA 76.64 D35 2017
148,08/22/17,9781284089097,"Dale, Nell et al.",Object-Oriented Data Structures using Java,4th,,672,"Jones & Bartlett Learning, LLC",United States,2018,BSCS,Circulation,QA 76.64 D35 2017
149,08/22/17,9781284089097,"Dale, Nell et al.",Object-Oriented Data Structures using Java,4th,,672,"Jones & Bartlett Learning, LLC",United States,2018,BSCS,Circulation,QA 76.64 D35 2017
150,08/22/17,9781284089097,"Dale, Nell et al.",Object-Oriented Data Structures using Java,4th,,672,"Jones & Bartlett Learning, LLC",United States,2018,BSCS,Circulation,QA 76.64 D35 2017
151,08/22/17,9781284090550,"Harwood, Mike",Internet Security: How to Defend Against Attackers on the Web,2nd,,396,"Jones & Bartlett Learning, LLC",United States,2016,BSCS,Circulation,HM 742 H38 2016 c.1
152,08/22/17,9781107601963,"Moser, Stefan & Chen, Po-Ning",A Student's Guide to Coding and Information Theory,,,182,Cambridge University Press,United States,2012,BSCS,Circulation,Q 360 M68 2012 c.1
153,08/22/17,9781107601963,"Moser, Stefan & Chen, Po-Ning",A Student's Guide to Coding and Information Theory,,,182,Cambridge University Press,United States,2012,BSCS,Circulation,Q 360 M68 2012 c.2
154,08/22/17,9781482226683,"Cooper, Kendra & Scacchi, Walt",Computer Games and Software Engineering,,,282,CRC Press,United States,2015,BSCS,Circulation,QA 76.76.C672 C66 2015 c.1
155,08/22/17,9781482226683,"Cooper, Kendra & Scacchi, Walt",Computer Games and Software Engineering,,,282,CRC Press,United States,2015,BSCS,Circulation,QA 76.76.C672 C66 2015 c.2
156,08/22/17,9781482226683,"Cooper, Kendra & Scacchi, Walt",Computer Games and Software Engineering,,,282,CRC Press,United States,2015,BSCS,Circulation,QA 76.76.C672 C66 2015 c.3
157,08/22/17,9781449691998,"Tsui, Frank et al.",Essentials of Software Engineering,3rd,,301,"Jones & Bartlett Learning, LLC",United States,2014,BSCS,Circulation,QA 76.758 T78 2014.
158,08/22/17,9781284070408,"Hein, James","Discrete Structures, Logic, and Computability",4th,,902,"Jones & Bartlett Learning, LLC",United States,2017,BSCS,Circulation,QA 76.9 M35 H44 2017
159,08/22/17,9781284070408,"Hein, James","Discrete Structures, Logic, and Computability",4th,,902,"Jones & Bartlett Learning, LLC",United States,2017,BSCS,Circulation,QA 76.9 M35 H44 2017
160,08/22/17,9781284070408,"Hein, James","Discrete Structures, Logic, and Computability",4th,,902,"Jones & Bartlett Learning, LLC",United States,2017,BSCS,Circulation,QA 76.9 M35 H44 2017
161,08/22/17,9781284070408,"Hein, James","Discrete Structures, Logic, and Computability",4th,,902,"Jones & Bartlett Learning, LLC",United States,2017,BSCS,Circulation,QA 76.9 M35 H44 2017
162,08/22/17,9781284077247,"Linz, Peter",An Introduction to Formal Languages and Automata,6th,,375,"Jones & Bartlett Learning, LLC",United States,2017,BSCS,Circulation,QA 267.3 L56 2017
163,08/22/17,9781284077247,"Linz, Peter",An Introduction to Formal Languages and Automata,6th,,375,"Jones & Bartlett Learning, LLC",United States,2017,BSCS,Circulation,QA 267.3 L56 2017
164,08/22/17,9780735658998,"Hill, Crett",Working with Microsoft Office 365: Running Your Small Business in the Cloud,,,331,"Hill Tech Services, LLC",United States,2012,BSCS,Circulation,HF 5548.4 M525 H55 2012
165,08/22/17,9781446208564,"Hewson, Claire et al.",Internet Research Methods,2nd,,195,"SAGE Publications, Inc.",United States,2016,BSCS,Circulation,H 61.95 H49 2016
166,08/22/17,9781284055955,"Gibson, Darril",Managing Risk in Information Systems,2nd,,429,"Jones & Bartlett Learning, LLC",United States,2015,BSCS,Circulation,QA 76.9.A25 G53 2015 C.1
167,08/22/17,9781482299809,"Bierbrauer, Jurgen",Introduction to Coding Theory,2nd,,485,CRC Press,United States,2017,BSCS,Circulation,QA 268 B48 2017
168,08/22/17,9780133390414,"Mehaffie, Andrea et al.",Learning Microsoft Office 2013: Level 1,,,723,Prentice Hall,United States,2014,BSCS,Circulation,HF 5548.4 M525 M44 2014
169,08/22/17,9780133390414,"Mehaffie, Andrea et al.",Learning Microsoft Office 2013: Level 1,,,723,Prentice Hall,United States,2014,BSCS,Circulation,HF 5548.4 M525 M44 2014
170,08/22/17,9780135076873,"Skintik, Catherine","Learning Media Design with Adobe CS4: Illustrator, Photoshop, InDesign",,,549,Prentice Hall,United States,2010,BSCS,Circulation,
171,08/22/17,9781284074482,"Null, Linda & Lobur, Julia",The Essentials of Computer Organization and Architecture,4th,,770,"Jones & Bartlett Learning, LLC",United States,2015,BSCS,Circulation,QA 76.9. C643 N85 2015
172,08/22/17,9789814226585,"Drozdek, Adam",Data Structures and Algorithms in Java,2nd,,717,Course Technology,Singapore,2007,BSCS,Circulation,QA 76.73J38 D76 2007
173,08/22/17,9780984782857,"McDowell, Gayle Laakmann",Cracking the Coding Interview,6th,,695,"CareerCup, LLC",United States,2015,BSCS,Circulation,QA 766 M33 2015
174,08/22/17,9780984782857,"McDowell, Gayle Laakmann",Cracking the Coding Interview,6th,,695,"CareerCup, LLC",United States,2015,BSCS,Circulation,QA 766 M33 2016
175,08/22/17,9780984782857,"McDowell, Gayle Laakmann",Cracking the Coding Interview,6th,,695,"CareerCup, LLC",United States,2015,BSCS,Circulation,QA 766 M33 2017
176,08/22/17,9780984782857,"McDowell, Gayle Laakmann",Cracking the Coding Interview,6th,,695,"CareerCup, LLC",United States,2015,BSCS,Circulation,QA 766 M33 2018
177,08/22/17,9781498719049,"Pitas, Ioannis",Graph-based Social Media Analysis,,,411,CRC Press,United States,2016,BSCS,Circulation,HM 742 G69 2016 c.1
178,08/22/17,9781498719049,"Pitas, Ioannis",Graph-based Social Media Analysis,,,411,CRC Press,United States,2016,BSCS,Circulation,HM 742 G69 2016 c.2
179,08/22/17,9781943153190,"Jukic, Nenad et al.",Database Systems: Introduction to Databases and Data Warehouses,,,309,"Prospect Press, Inc.",United States,2017,BSCS,Circulation,QA 76.9 D32 J85 2017
180,08/22/17,9781943153190,"Jukic, Nenad et al.",Database Systems: Introduction to Databases and Data Warehouses,,,309,"Prospect Press, Inc.",United States,2017,BSCS,Circulation,QA 76.9 D32 J85 2017
181,08/22/17,9781943153190,"Jukic, Nenad et al.",Database Systems: Introduction to Databases and Data Warehouses,,,309,"Prospect Press, Inc.",United States,2017,BSCS,Circulation,QA 76.9 D32 J85 2017
182,08/22/17,9781943153190,"Jukic, Nenad et al.",Database Systems: Introduction to Databases and Data Warehouses,,,309,"Prospect Press, Inc.",United States,2017,BSCS,Circulation,QA 76.9 D32 J85 2017
183,08/22/17,9781460938386,"Blower, David","Information Processing: Boolean Algebra, Classical Logic, Cellular Automata, and Probability Manipumaltions",,1,460,Third Millennium Inferencing,United States,2011,BSCS,Circulation,QA 10.3 B65 2011
184,08/22/17,9780321869838,"Garnett, Raymond et al.","Calculus for Business, Economics, Life Sciences, and Social Sciences",13th,,513,Prentice Hall,United States,2015,BSCS,Circulation,
185,08/22/17,9781285740621,"Stewart, James",Calculus,8th,,1222,Cengage Learning,United States,2016,BSCS,Circulation,QA 303 S88 2016
186,08/22/17,9780073532370,"Hoffman, Laurence et al.","Applied Calculus for Business, Economics, and the Social and Life Sciences",11th,,898,McGraw-Hill,United States,2013,BSCS,Circulation,QA 303.2 H64
187,08/22/17,9781482587524,"Mohan, Permanand",Fundamentals of Object-Oriented Programming in Java,,,394,Permanand Mohan,,2013,BSCS,Circulation,QA 76.73 M69 2013
188,08/22/17,9781482587524,"Mohan, Permanand",Fundamentals of Object-Oriented Programming in Java,,,394,Permanand Mohan,,2013,BSCS,Circulation,QA 76.73 M69 2013
189,08/22/17,9781482587524,"Mohan, Permanand",Fundamentals of Object-Oriented Programming in Java,,,394,Permanand Mohan,,2013,BSCS,Circulation,QA 76.73 M69 2013
190,08/22/17,9781482587524,"Mohan, Permanand",Fundamentals of Object-Oriented Programming in Java,,,394,Permanand Mohan,,2013,BSCS,Circulation,QA 76.73 M69 2013
191,08/22/17,9781284070682,"Scobey, Porter & Lingras, Pawan",Web Programming and Internet Technologies: An E-Commerce Approach,2nd,,568,"Jones & Bartlett Learning, LLC",United States,2018,BSCS,Circulation,TK 5105.888 S38 2018
192,08/22/17,9781284070682,"Scobey, Porter & Lingras, Pawan",Web Programming and Internet Technologies: An E-Commerce Approach,2nd,,568,"Jones & Bartlett Learning, LLC",United States,2018,BSCS,Circulation,TK 5105.888 S38 2018
193,08/22/17,9781284070682,"Scobey, Porter & Lingras, Pawan",Web Programming and Internet Technologies: An E-Commerce Approach,2nd,,568,"Jones & Bartlett Learning, LLC",United States,2018,BSCS,Circulation,TK 5105.888 S38 2018
194,08/22/17,9781284070682,"Scobey, Porter & Lingras, Pawan",Web Programming and Internet Technologies: An E-Commerce Approach,2nd,,568,"Jones & Bartlett Learning, LLC",United States,2018,BSCS,Circulation,TK 5105.888 S38 2018
195,08/22/17,9781482249071,"Buhlmann, Peter et al.",Handbook of Big Data,,,452,CRC Press,United States,2016,BSCS,Reference,REF QA 76.9 B45 H36 2016
196,08/22/17,9781482249071,"Buhlmann, Peter et al.",Handbook of Big Data,,,452,CRC Press,United States,2016,BSCS,Reference,REF QA 76.9 B45 H36 2016
197,08/22/17,9781449646752,"Dale, Nell",C++ Plus Data Structures,5th,,698,"Jones & Bartlett Learning, LLC",United States,2013,BSCS,Circulation,QA 76.73.C153 D33 2013 c.1
198,08/22/17,9781449646752,"Dale, Nell",C++ Plus Data Structures,5th,,698,"Jones & Bartlett Learning, LLC",United States,2013,BSCS,Circulation,QA 76.73.C153 D33 2013 c.2
199,08/22/17,9781118008188,"Duckett, John",HTML & CSS: Design and Build Websites,,,489,"John Wiley & Sons, Inc.",United States,2011,BSCS,Circulation,QA 76.76 D38 2011
200,08/22/17,9781118008188,"Duckett, John",HTML & CSS: Design and Build Websites,,,489,"John Wiley & Sons, Inc.",United States,2011,BSCS,Circulation,QA 76.76 D38 2011
201,08/22/17,9781118008188,"Duckett, John",HTML & CSS: Design and Build Websites,,,489,"John Wiley & Sons, Inc.",United States,2011,BSCS,Circulation,QA 76.76 D38 2011
202,08/22/17,9781118008188,"Duckett, John",HTML & CSS: Design and Build Websites,,,489,"John Wiley & Sons, Inc.",United States,2011,BSCS,Circulation,
203,08/22/17,9781498717496,"Erickson, Marty et al.",Introduction to Number Theory,2nd,,396,CRC Press,United States,2016,BSCS,Circulation,QA 241 E77 2016
204,08/22/17,9781498717496,"Erickson, Marty et al.",Introduction to Number Theory,2nd,,396,CRC Press,United States,2016,BSCS,Circulation,QA 241 E77 2016
205,08/22/17,9780133970777,"Elmasri, Ramez & Navathe, Shamkant",Fundamentals of Database Systems,7th,,1162,Pearson,United States,2016,BSCS,Circulation,Qa 76.9 D3E57 2016
206,08/22/17,9780133970777,"Elmasri, Ramez & Navathe, Shamkant",Fundamentals of Database Systems,7th,,1162,Pearson,United States,2016,BSCS,Circulation,Qa 76.9 D3E57 2016
207,08/22/17,9780133970777,"Elmasri, Ramez & Navathe, Shamkant",Fundamentals of Database Systems,7th,,1162,Pearson,United States,2016,BSCS,Circulation,Qa 76.9 D3E57 2016
208,08/22/17,9780133970777,"Elmasri, Ramez & Navathe, Shamkant",Fundamentals of Database Systems,7th,,1162,Pearson,United States,2016,BSCS,Circulation,Qa 76.9 D3E57 2016
209,08/22/17,9780073523309,"Wu, C. Thomas",An Introduction to Object-Oriented Programming with Java,5th,,901,McGraw-Hill,United States,2010,BSCS,Circulation,QA 76.64 W78 2010
210,08/22/17,9780073523309,"Wu, C. Thomas",An Introduction to Object-Oriented Programming with Java,5th,,901,McGraw-Hill,United States,2010,BSCS,Circulation,QA 76.64 W78 2010
211,08/22/17,9780073523309,"Wu, C. Thomas",An Introduction to Object-Oriented Programming with Java,5th,,901,McGraw-Hill,United States,2010,BSCS,Circulation,QA 76.64 W78 2010
212,08/22/17,9780073523309,"Wu, C. Thomas",An Introduction to Object-Oriented Programming with Java,5th,,901,McGraw-Hill,United States,2010,BSCS,Circulation,QA 76.64 W78 2010
213,08/22/17,9780470383278,"Goodrich, Michael et al.",Data Structures and Algorithms in C++,2nd,,688,"John Wiley & Sons, Inc.",United States,2011,BSCS,Circulation,QA 76.73 C153 G63 2011
214,08/22/17,9780470383278,"Goodrich, Michael et al.",Data Structures and Algorithms in C++,2nd,,688,"John Wiley & Sons, Inc.",United States,2011,BSCS,Circulation,QA 76.73 C153 G63 2011
215,08/22/17,9780470383278,"Goodrich, Michael et al.",Data Structures and Algorithms in C++,2nd,,688,"John Wiley & Sons, Inc.",United States,2011,BSCS,Circulation,QA 76.73 C153 G63 2011
216,08/22/17,9780470383278,"Goodrich, Michael et al.",Data Structures and Algorithms in C++,2nd,,688,"John Wiley & Sons, Inc.",United States,2011,BSCS,Circulation,QA 76.73 C153 G63 2011
217,08/22/17,9781118897843,"Dennis, Alan et al.",Systems Analysis and Design,6th,,426,"John Wiley & Sons, Ltd.",United States,2015,BSCS,Circulation,QA 76.9.S88 D46 2015 C.1
218,08/22/17,9781118897843,"Dennis, Alan et al.",Systems Analysis and Design,6th,,426,"John Wiley & Sons, Ltd.",United States,2015,BSCS,Circulation,QA 76.9.S88 D46 2015 C.2
219,08/22/17,9781118897843,"Dennis, Alan et al.",Systems Analysis and Design,6th,,426,"John Wiley & Sons, Ltd.",United States,2015,BSCS,Circulation,QA 76.9.S88 D46 2015 C.3
220,08/22/17,9781118897843,"Dennis, Alan et al.",Systems Analysis and Design,6th,,426,"John Wiley & Sons, Ltd.",United States,2015,BSCS,Circulation,QA 76.9.S88 D46 2015 C.4
221,08/22/17,9781118855386,"Seidelin, Jacob","HTML5 Games: Creating Fun with HTML5, CSS3, and WebGL",2nd,,420,"John Wiley & Sons, Ltd.",United Kingdom,2014,BSCS,Circulation,QA 76.76 C672 S45 2014
222,08/22/17,9781118855386,"Seidelin, Jacob","HTML5 Games: Creating Fun with HTML5, CSS3, and WebGL",2nd,,420,"John Wiley & Sons, Ltd.",United Kingdom,2014,BSCS,Circulation,QA 76.76 C672 S45 2014
223,08/22/17,9781118855386,"Seidelin, Jacob","HTML5 Games: Creating Fun with HTML5, CSS3, and WebGL",2nd,,420,"John Wiley & Sons, Ltd.",United Kingdom,2014,BSCS,Circulation,QA 76.76 C672 S45 2014
224,08/22/17,9781118855386,"Seidelin, Jacob","HTML5 Games: Creating Fun with HTML5, CSS3, and WebGL",2nd,,420,"John Wiley & Sons, Ltd.",United Kingdom,2014,BSCS,Circulation,QA 76.76 C672 S45 2014
225,08/22/17,9781118270035,"Shalin, Doug & Karlins, David",Building Websites All-in-One for Dummies,3rd,,778,"John Wiley & Sons, Inc.",United States,2012,BSCS,Circulation,TR 897.7 S24 2012
226,08/22/17,9781118270035,"Shalin, Doug & Karlins, David",Building Websites All-in-One for Dummies,3rd,,778,"John Wiley & Sons, Inc.",United States,2012,BSCS,Circulation,TR 897.7 S24 2013
227,08/22/17,9781118270035,"Shalin, Doug & Karlins, David",Building Websites All-in-One for Dummies,3rd,,778,"John Wiley & Sons, Inc.",United States,2012,BSCS,Circulation,TR 897.7 S24 2014
228,08/22/17,9781118270035,"Shalin, Doug & Karlins, David",Building Websites All-in-One for Dummies,3rd,,778,"John Wiley & Sons, Inc.",United States,2012,BSCS,Circulation,TR 897.7 S24 2015
229,08/22/17,9780073383095,"Rosen, Kenneth",Discrete Mathematics and its Applications,7th,,903,McGraw-Hill,United States,2012,BSCS,Circulation,QA 39.3 R67 2012
230,08/22/17,9780073383095,"Rosen, Kenneth",Discrete Mathematics and its Applications,7th,,903,McGraw-Hill,United States,2012,BSCS,Circulation,QA 39.3 R67 2012
231,08/22/17,9781118488119,"Wempen, Faith",Microsoft PowerPoint 2013 Bible,,,752,"John Wiley & Sons, Inc.",United States,2013,BSCS,Circulation,T 385 W46 2013
232,08/22/17,9781118488119,"Wempen, Faith",Microsoft PowerPoint 2013 Bible,,,752,"John Wiley & Sons, Inc.",United States,2013,BSCS,Circulation,T 385 W46 2013
233,08/22/17,9781118488119,"Wempen, Faith",Microsoft PowerPoint 2013 Bible,,,752,"John Wiley & Sons, Inc.",United States,2013,BSCS,Circulation,T 385 W46 2013
234,08/22/17,9781118488119,"Wempen, Faith",Microsoft PowerPoint 2013 Bible,,,752,"John Wiley & Sons, Inc.",United States,2013,BSCS,Circulation,T 385 W46 2013
235,08/22/17,9780081002513,"Baker, David & Evans, Wendy",Digital Information Strategies from Applications and Content to Libraries and People,,,253,Chandos Publishing,United Kingdom,2016,BLIS,Circulation,T 58.6 B16 2016
236,08/22/17,9781555706418,"Harper, Meghan",Reference Sources and Services for Youth,,,292,"Neal-Schuman Publishers, Inc.",United States,2011,BLIS,Circulation,Z 675 S3H26 2011
237,08/22/17,9781555706418,"Harper, Meghan",Reference Sources and Services for Youth,,,292,"Neal-Schuman Publishers, Inc.",United States,2011,BLIS,Circulation,Z 675 S3H26 2011
238,08/22/17,9781555709075,"Bernier, Anthony",Transforming Young Adult Services,,,238,"Neal-Schuman Publishers, Inc.",United States,2013,BLIS,Circulation,Z 718.5 T73 2013
239,08/22/17,9781555709075,"Bernier, Anthony",Transforming Young Adult Services,,,238,"Neal-Schuman Publishers, Inc.",United States,2013,BLIS,Circulation,Z 718.5 T73 2013
240,08/22/17,9780838914748,"Alvarez, Barbara",Embedded Business Librarianship for the Public Librarian,,,94,American Library Association Editions,United States,2016,BLIS,Circulation,Z 711.75 A48 2016
241,08/22/17,9780838914748,"Alvarez, Barbara",Embedded Business Librarianship for the Public Librarian,,,94,American Library Association Editions,United States,2016,BLIS,Circulation,Z 711.75 A48 2016
242,08/22/17,9789087906986,"Langdon, Jonathan","Indigenous Knowledges, Development and Education",,,147,Sense Publishers,Netherlands,2009,BLIS,Circulation,GN 476.I52 L27 2009
243,08/22/17,9789087906986,"Langdon, Jonathan","Indigenous Knowledges, Development and Education",,,147,Sense Publishers,Netherlands,2009,BLIS,Circulation,GN 476.I52 L27 2009
244,08/22/17,9781843345978,"Dubnjakovic, Ana & Tomlin, Patrick",A Practical Guide to Electronic Resources in the Humanities,,,313,Chandos Publishing,United Kingdom,2010,BLIS,Circulation,AZ 195 D83 2010 c.1
245,08/22/17,9781843345978,"Dubnjakovic, Ana & Tomlin, Patrick",A Practical Guide to Electronic Resources in the Humanities,,,313,Chandos Publishing,United Kingdom,2010,BLIS,Circulation,AZ 195 D83 2010 c.1
246,08/22/17,9783110263312,"Gupta, Dinesh & Savard, Rejean",Marketing Libraries in a Web 2.0 World,,,161,International Federation of Library Associations,Netherlands,2011,BLIS,Circulation,Z 716.3 M29 2011
247,08/22/17,9783110263312,"Gupta, Dinesh & Savard, Rejean",Marketing Libraries in a Web 2.0 World,,,161,International Federation of Library Associations,Netherlands,2011,BLIS,Circulation,Z 716.3 M29 2011
